benchmark,method,alpha,flagged_median,flagged_iqr_lo,flagged_iqr_hi,realised_risk_median,flagged_per_protein,calibration_credit,n_splits
Binding-IDR,DeepDISObind-protein,0.1,0.9448,0.9335,0.9633,0.0646,0.9400,-0.0048,12
Binding-IDR,DeepDISObind-protein,0.05,0.9805,0.9604,0.9990,0.0000,0.9870,0.0065,12
Binding-IDR,DeepDRPBind-DNA,0.2,0.8201,0.7682,0.8482,0.1390,0.8230,0.0029,12
Binding-IDR,DeepDRPBind-DNA,0.1,0.9447,0.9064,0.9675,0.0428,0.9220,-0.0227,12
Binding-IDR,DeepDRPBind-DNA,0.05,0.9947,0.9853,1.0000,0.0040,0.9880,-0.0067,12
Binding-IDR,DeepDRPBind-RNA,0.2,0.8879,0.7929,0.9310,0.2039,0.8700,-0.0179,12
Binding-IDR,DeepDRPBind-RNA,0.1,0.9698,0.9247,0.9801,0.0622,0.9500,-0.0198,12
Binding-IDR,DeepDRPBind-RNA,0.05,1.0000,0.9930,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,DeepDRPBind-protein,0.2,0.8199,0.8059,0.8510,0.1819,0.8520,0.0321,12
Binding-IDR,DeepDRPBind-protein,0.1,0.9388,0.8947,0.9638,0.0369,0.9360,-0.0028,12
Binding-IDR,DeepDRPBind-protein,0.05,0.9867,0.9836,0.9888,0.0061,0.9900,0.0033,12
Binding-IDR,DeepIDP-2L,0.2,0.8456,0.8124,0.8872,0.1573,0.8510,0.0054,12
Binding-IDR,DeepIDP-2L,0.1,0.9518,0.9281,0.9716,0.0516,0.9430,-0.0088,12
Binding-IDR,DeepIDP-2L,0.05,0.9760,0.9472,0.9983,0.0000,0.9890,0.0130,12
Binding-IDR,DisEMBL-dis465,0.2,0.9106,0.8682,0.9371,0.1734,0.8880,-0.0226,12
Binding-IDR,DisEMBL-dis465,0.1,0.9740,0.9613,0.9874,0.0482,0.9590,-0.0150,12
Binding-IDR,DisEMBL-dis465,0.05,0.9991,0.9989,0.9992,0.0031,0.9920,-0.0071,12
Binding-IDR,DisEMBL-disHL,0.2,0.8514,0.8354,0.8875,0.2170,0.8520,0.0006,12
Binding-IDR,DisEMBL-disHL,0.1,0.9582,0.9234,0.9712,0.0589,0.9510,-0.0072,12
Binding-IDR,DisEMBL-disHL,0.05,0.9954,0.9877,0.9989,0.0070,0.9930,-0.0024,12
Binding-IDR,DisPredict2,0.2,0.8606,0.8047,0.8913,0.1712,0.8310,-0.0296,12
Binding-IDR,DisPredict2,0.1,0.9789,0.9237,0.9838,0.0317,0.9340,-0.0449,12
Binding-IDR,DisPredict2,0.05,0.9911,0.9842,0.9940,0.0032,0.9880,-0.0031,12
Binding-IDR,DisPredict3,0.2,0.8591,0.7959,0.9080,0.1993,0.8800,0.0209,12
Binding-IDR,DisPredict3,0.1,0.9558,0.9280,0.9851,0.0712,0.9540,-0.0018,12
Binding-IDR,DisPredict3,0.05,0.9974,0.9950,0.9985,0.0035,0.9940,-0.0034,12
Binding-IDR,DisoFLAG-DB,0.2,0.8101,0.7553,0.8569,0.1956,0.8540,0.0439,12
Binding-IDR,DisoFLAG-DB,0.1,0.8914,0.8432,0.9202,0.1033,0.9510,0.0596,12
Binding-IDR,DisoFLAG-DB,0.05,0.9315,0.8778,1.0000,0.0586,0.9920,0.0605,12
Binding-IDR,DisoFLAG-DFL,0.2,0.9028,0.8287,0.9278,0.1584,0.8820,-0.0208,12
Binding-IDR,DisoFLAG-DFL,0.1,0.9659,0.9495,0.9855,0.0696,0.9620,-0.0039,12
Binding-IDR,DisoFLAG-DFL,0.05,0.9974,0.9951,0.9996,0.0046,0.9920,-0.0054,12
Binding-IDR,DisoFLAG-IB,0.2,0.7849,0.6518,0.8943,0.2210,0.7760,-0.0089,12
Binding-IDR,DisoFLAG-IB,0.1,0.9138,0.7737,0.9918,0.1074,0.9100,-0.0038,12
Binding-IDR,DisoFLAG-IB,0.05,0.9892,0.9486,0.9951,0.0256,0.9860,-0.0032,12
Binding-IDR,DisoFLAG-IDR,0.2,0.7984,0.7245,0.8416,0.1823,0.8440,0.0456,12
Binding-IDR,DisoFLAG-IDR,0.1,0.9304,0.8415,0.9647,0.0713,0.9380,0.0076,12
Binding-IDR,DisoFLAG-IDR,0.05,1.0000,0.9575,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,DisoFLAG-LB,0.2,0.7218,0.6580,0.8585,0.2210,0.7720,0.0502,12
Binding-IDR,DisoFLAG-LB,0.1,0.9244,0.8556,0.9792,0.0748,0.9080,-0.0164,12
Binding-IDR,DisoFLAG-LB,0.05,0.9851,0.9821,0.9880,0.0000,0.9850,-0.0001,12
Binding-IDR,DisoFLAG-PB,0.2,0.7766,0.7078,0.8417,0.1829,0.8050,0.0284,12
Binding-IDR,DisoFLAG-PB,0.1,0.8987,0.8366,0.9535,0.0680,0.9190,0.0203,12
Binding-IDR,DisoFLAG-PB,0.05,1.0000,0.9282,1.0000,0.0000,0.9840,-0.0160,12
Binding-IDR,DisoFLAG-RB,0.2,0.7528,0.6878,0.8141,0.2307,0.7930,0.0402,12
Binding-IDR,DisoFLAG-RB,0.1,0.8927,0.8864,0.9300,0.0650,0.9250,0.0323,12
Binding-IDR,DisoFLAG-RB,0.05,0.9707,0.9491,0.9929,0.0215,0.9940,0.0233,12
Binding-IDR,DisoMine,0.2,0.7605,0.6847,0.8893,0.2185,0.8360,0.0755,12
Binding-IDR,DisoMine,0.1,0.8994,0.8722,0.9498,0.0889,0.9350,0.0356,12
Binding-IDR,DisoMine,0.05,1.0000,0.9876,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,DisoRDPbind-dna,0.2,0.8698,0.8359,0.8807,0.1682,0.8220,-0.0478,12
Binding-IDR,DisoRDPbind-dna,0.1,0.9261,0.9173,0.9785,0.0683,0.9370,0.0109,12
Binding-IDR,DisoRDPbind-dna,0.05,0.9897,0.9802,0.9951,0.0053,0.9880,-0.0017,12
Binding-IDR,DisoRDPbind-prot,0.2,0.8146,0.7327,0.8318,0.1653,0.8590,0.0444,12
Binding-IDR,DisoRDPbind-prot,0.1,0.9527,0.9136,0.9949,0.0442,0.9540,0.0013,12
Binding-IDR,DisoRDPbind-prot,0.05,1.0000,0.9875,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,DisoRDPbind-rna,0.2,0.8185,0.7506,0.8507,0.2054,0.8740,0.0555,12
Binding-IDR,DisoRDPbind-rna,0.1,0.9202,0.9123,0.9433,0.0750,0.9460,0.0258,12
Binding-IDR,DisoRDPbind-rna,0.05,0.9790,0.9700,0.9947,0.0442,0.9910,0.0120,12
Binding-IDR,DisorderUnetLM,0.2,0.7980,0.6626,0.8403,0.1895,0.8140,0.0160,12
Binding-IDR,DisorderUnetLM,0.1,0.9283,0.8918,0.9594,0.0771,0.9320,0.0037,12
Binding-IDR,DisorderUnetLM,0.05,0.9876,0.9830,0.9899,0.0000,0.9860,-0.0016,12
Binding-IDR,ENSHROUD-all,0.2,0.7888,0.7610,0.8591,0.1730,0.8360,0.0472,12
Binding-IDR,ENSHROUD-all,0.1,0.9729,0.9330,0.9773,0.0344,0.9400,-0.0329,12
Binding-IDR,ENSHROUD-all,0.05,1.0000,0.9852,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,ENSHROUD-nucleic,0.2,0.8100,0.7576,0.8691,0.1849,0.8120,0.0020,12
Binding-IDR,ENSHROUD-nucleic,0.1,0.9204,0.8983,0.9935,0.0893,0.9290,0.0086,12
Binding-IDR,ENSHROUD-nucleic,0.05,1.0000,0.9764,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,ENSHROUD-protein,0.2,0.7860,0.7303,0.8510,0.1849,0.8390,0.0530,12
Binding-IDR,ENSHROUD-protein,0.1,0.9279,0.9118,0.9497,0.0600,0.9420,0.0141,12
Binding-IDR,ENSHROUD-protein,0.05,1.0000,0.9628,1.0000,0.0000,0.9890,-0.0110,12
Binding-IDR,ESpritz-D,0.2,0.7393,0.6671,0.7841,0.2514,0.8180,0.0787,12
Binding-IDR,ESpritz-D,0.1,0.9311,0.8801,0.9842,0.0364,0.9220,-0.0091,12
Binding-IDR,ESpritz-D,0.05,1.0000,0.9206,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,ESpritz-N,0.2,0.8639,0.8284,0.8827,0.1812,0.8860,0.0221,12
Binding-IDR,ESpritz-N,0.1,0.9453,0.9290,0.9509,0.0555,0.9630,0.0177,12
Binding-IDR,ESpritz-N,0.05,0.9899,0.9806,0.9930,0.0112,0.9940,0.0041,12
Binding-IDR,ESpritz-X,0.2,0.8575,0.7870,0.8722,0.2020,0.8590,0.0015,12
Binding-IDR,ESpritz-X,0.1,0.9593,0.9145,0.9834,0.0433,0.9400,-0.0193,12
Binding-IDR,ESpritz-X,0.05,0.9903,0.9866,1.0000,0.0043,0.9910,0.0007,12
Binding-IDR,IPA-All-bind,0.2,0.7893,0.7488,0.8516,0.1478,0.8150,0.0257,12
Binding-IDR,IPA-All-bind,0.1,0.9027,0.8754,0.9212,0.0830,0.9070,0.0043,12
Binding-IDR,IPA-All-bind,0.05,1.0000,0.9665,1.0000,0.0000,0.9840,-0.0160,12
Binding-IDR,IPA-Nucleotide-bind,0.2,0.8371,0.6986,0.8520,0.1556,0.8440,0.0069,12
Binding-IDR,IPA-Nucleotide-bind,0.1,0.9659,0.9266,1.0000,0.0476,0.9450,-0.0209,12
Binding-IDR,IPA-Nucleotide-bind,0.05,1.0000,0.9847,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,IPA-Protein-bind,0.2,0.8432,0.7458,0.8666,0.1429,0.7740,-0.0692,12
Binding-IDR,IPA-Protein-bind,0.1,0.9275,0.9053,0.9459,0.0540,0.8990,-0.0285,12
Binding-IDR,IPA-Protein-bind,0.05,0.9986,0.9745,0.9989,0.0000,0.9840,-0.0146,12
Binding-IDR,IUPred3,0.2,0.8392,0.8140,0.8854,0.1802,0.8830,0.0438,12
Binding-IDR,IUPred3,0.1,0.9244,0.9086,0.9969,0.0964,0.9520,0.0276,12
Binding-IDR,IUPred3,0.05,1.0000,0.9888,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,IsUnstruct,0.2,0.8961,0.8388,0.9329,0.1741,0.8920,-0.0041,12
Binding-IDR,IsUnstruct,0.1,0.9695,0.9532,0.9899,0.0453,0.9610,-0.0085,12
Binding-IDR,IsUnstruct,0.05,1.0000,0.9744,1.0000,0.0000,0.9960,-0.0040,12
Binding-IDR,LINKER-Pred-Lite,0.2,0.8792,0.8628,0.9013,0.1714,0.8850,0.0058,12
Binding-IDR,LINKER-Pred-Lite,0.1,0.9410,0.9217,0.9549,0.0562,0.9570,0.0160,12
Binding-IDR,LINKER-Pred-Lite,0.05,0.9807,0.9757,0.9953,0.0022,0.9910,0.0103,12
Binding-IDR,LINKER-Pred,0.2,0.8717,0.8484,0.9098,0.1593,0.8840,0.0123,12
Binding-IDR,LINKER-Pred,0.1,0.9533,0.9108,0.9661,0.0722,0.9530,-0.0003,12
Binding-IDR,LINKER-Pred,0.05,0.9800,0.9640,0.9907,0.0455,0.9860,0.0060,12
Binding-IDR,LINKER-Pred2,0.2,0.8550,0.8375,0.9195,0.1709,0.8760,0.0210,12
Binding-IDR,LINKER-Pred2,0.1,0.9472,0.9150,0.9714,0.0495,0.9560,0.0088,12
Binding-IDR,LINKER-Pred2,0.05,0.9955,0.9635,1.0000,0.0195,0.9920,-0.0035,12
Binding-IDR,LIPNet,0.2,0.7631,0.6838,0.7886,0.1062,0.6770,-0.0861,12
Binding-IDR,LIPNet,0.1,0.8668,0.8412,0.8998,0.0523,0.8630,-0.0038,12
Binding-IDR,LIPNet,0.05,0.9596,0.9352,0.9700,0.0008,0.9820,0.0224,12
Binding-IDR,LMDisorder,0.2,0.8617,0.8050,0.8950,0.1550,0.8710,0.0093,12
Binding-IDR,LMDisorder,0.1,0.9753,0.9557,0.9837,0.0269,0.9490,-0.0263,12
Binding-IDR,LMDisorder,0.05,0.9976,0.9910,0.9978,0.0000,0.9920,-0.0056,12
Binding-IDR,Metapredict-v1,0.2,0.8382,0.8036,0.8680,0.2039,0.8900,0.0518,12
Binding-IDR,Metapredict-v1,0.1,0.9365,0.9176,0.9578,0.0726,0.9540,0.0175,12
Binding-IDR,Metapredict-v1,0.05,0.9825,0.9679,0.9922,0.0235,0.9930,0.0105,12
Binding-IDR,Metapredict-v2,0.2,0.8496,0.7963,0.9250,0.1872,0.9030,0.0534,12
Binding-IDR,Metapredict-v2,0.1,0.9531,0.9165,0.9651,0.0554,0.9650,0.0119,12
Binding-IDR,Metapredict-v2,0.05,0.9838,0.9799,0.9937,0.0100,0.9940,0.0102,12
Binding-IDR,Metapredict-v3,0.2,0.8464,0.8138,0.9179,0.1759,0.8880,0.0416,12
Binding-IDR,Metapredict-v3,0.1,0.9404,0.9067,0.9733,0.0523,0.9590,0.0186,12
Binding-IDR,Metapredict-v3,0.05,0.9854,0.9684,0.9942,0.0000,0.9890,0.0036,12
Binding-IDR,MoRFchibi-light,0.2,0.7623,0.7057,0.8217,0.1578,0.7610,-0.0013,12
Binding-IDR,MoRFchibi-light,0.1,0.9140,0.8901,0.9505,0.0651,0.9100,-0.0040,12
Binding-IDR,MoRFchibi-light,0.05,1.0000,0.9824,1.0000,0.0000,0.9840,-0.0160,12
Binding-IDR,MoRFchibi-web,0.2,0.7503,0.7114,0.7854,0.1449,0.7280,-0.0223,12
Binding-IDR,MoRFchibi-web,0.1,0.9152,0.8774,0.9346,0.0426,0.8840,-0.0312,12
Binding-IDR,MoRFchibi-web,0.05,1.0000,0.9728,1.0000,0.0000,0.9840,-0.0160,12
Binding-IDR,MoRFchibi,0.2,0.7798,0.7574,0.8153,0.1672,0.7600,-0.0198,12
Binding-IDR,MoRFchibi,0.1,0.9025,0.8612,0.9300,0.0726,0.9120,0.0095,12
Binding-IDR,MoRFchibi,0.05,0.9925,0.9898,0.9942,0.0017,0.9880,-0.0045,12
Binding-IDR,MobiDB-lite,0.2,0.8531,0.8060,0.8901,0.1730,0.8620,0.0089,12
Binding-IDR,MobiDB-lite,0.1,0.9309,0.8946,0.9638,0.0857,0.9560,0.0251,12
Binding-IDR,MobiDB-lite,0.05,0.9991,0.9790,1.0000,0.0061,0.9890,-0.0101,12
Binding-IDR,NeProc2-beta-binding,0.2,0.8150,0.7949,0.8680,0.1756,0.8460,0.0310,12
Binding-IDR,NeProc2-beta-binding,0.1,0.9067,0.8707,0.9445,0.0984,0.9350,0.0283,12
Binding-IDR,NeProc2-beta-binding,0.05,1.0000,0.9623,1.0000,0.0000,0.9890,-0.0110,12
Binding-IDR,NeProc2-beta-disorder,0.2,0.8490,0.7588,0.8884,0.1765,0.8380,-0.0110,12
Binding-IDR,NeProc2-beta-disorder,0.1,0.9143,0.8913,0.9459,0.0896,0.9400,0.0257,12
Binding-IDR,NeProc2-beta-disorder,0.05,1.0000,0.9623,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,OPAL,0.2,0.8528,0.8044,0.8989,0.1302,0.7700,-0.0828,12
Binding-IDR,OPAL,0.1,0.9396,0.8969,0.9652,0.0463,0.9160,-0.0236,12
Binding-IDR,OPAL,0.05,0.9853,0.9737,0.9954,0.0221,0.9880,0.0027,12
Binding-IDR,PUNCH2-Light,0.2,0.8489,0.8140,0.8906,0.1592,0.8540,0.0051,12
Binding-IDR,PUNCH2-Light,0.1,0.9159,0.9006,0.9559,0.0914,0.9420,0.0261,12
Binding-IDR,PUNCH2-Light,0.05,1.0000,0.9813,1.0000,0.0000,0.9910,-0.0090,12
Binding-IDR,PUNCH2,0.2,0.8551,0.8096,0.8917,0.1457,0.8540,-0.0011,12
Binding-IDR,PUNCH2,0.1,0.9281,0.9051,0.9490,0.0935,0.9420,0.0139,12
Binding-IDR,PUNCH2,0.05,1.0000,0.9815,1.0000,0.0000,0.9910,-0.0090,12
Binding-IDR,PreDisorder,0.2,0.9006,0.8882,0.9289,0.1749,0.8980,-0.0026,12
Binding-IDR,PreDisorder,0.1,0.9835,0.9559,0.9880,0.0372,0.9660,-0.0175,12
Binding-IDR,PreDisorder,0.05,1.0000,0.9945,1.0000,0.0000,0.9940,-0.0060,12
Binding-IDR,PredIDR2-Prof-Art,0.2,0.8699,0.8306,0.9111,0.1690,0.8680,-0.0019,12
Binding-IDR,PredIDR2-Prof-Art,0.1,0.9653,0.9543,0.9848,0.0511,0.9520,-0.0133,12
Binding-IDR,PredIDR2-Prof-Art,0.05,0.9984,0.9934,0.9988,0.0000,0.9860,-0.0124,12
Binding-IDR,PredIDR2-Prof-Rnd,0.2,0.8393,0.8096,0.8907,0.1656,0.8600,0.0207,12
Binding-IDR,PredIDR2-Prof-Rnd,0.1,0.9594,0.9374,0.9719,0.0473,0.9450,-0.0144,12
Binding-IDR,PredIDR2-Prof-Rnd,0.05,0.9919,0.9891,0.9944,0.0000,0.9860,-0.0059,12
Binding-IDR,PredIDR2-Seq-Art,0.2,0.8616,0.8324,0.8913,0.1617,0.8670,0.0054,12
Binding-IDR,PredIDR2-Seq-Art,0.1,0.9795,0.9334,0.9978,0.0428,0.9540,-0.0255,12
Binding-IDR,PredIDR2-Seq-Art,0.05,0.9984,0.9965,0.9988,0.0000,0.9860,-0.0124,12
Binding-IDR,PredIDR2-Seq-Rnd,0.2,0.8299,0.8090,0.8887,0.1747,0.8640,0.0341,12
Binding-IDR,PredIDR2-Seq-Rnd,0.1,0.9733,0.9561,0.9907,0.0441,0.9520,-0.0213,12
Binding-IDR,PredIDR2-Seq-Rnd,0.05,0.9984,0.9832,0.9988,0.0000,0.9880,-0.0104,12
Binding-IDR,ProBiPred-nucleic,0.2,0.7398,0.6687,0.7698,0.1714,0.7260,-0.0138,12
Binding-IDR,ProBiPred-nucleic,0.1,0.9093,0.8885,0.9227,0.0665,0.9000,-0.0093,12
Binding-IDR,ProBiPred-nucleic,0.05,0.9865,0.9766,0.9883,0.0098,0.9890,0.0025,12
Binding-IDR,ProBiPred-protein,0.2,0.7110,0.6955,0.7284,0.1374,0.7030,-0.0080,12
Binding-IDR,ProBiPred-protein,0.1,0.9281,0.8729,0.9418,0.0396,0.8330,-0.0951,12
Binding-IDR,ProBiPred-protein,0.05,0.9893,0.9783,0.9937,0.0000,0.9640,-0.0253,12
Binding-IDR,RONN,0.2,0.9114,0.8826,0.9435,0.1354,0.8740,-0.0374,12
Binding-IDR,RONN,0.1,0.9839,0.9560,0.9965,0.0262,0.9560,-0.0279,12
Binding-IDR,RONN,0.05,1.0000,0.9831,1.0000,0.0000,0.9940,-0.0060,12
Binding-IDR,SETH-0,0.2,0.8736,0.8399,0.8914,0.1996,0.8970,0.0234,12
Binding-IDR,SETH-0,0.1,0.9546,0.9395,0.9721,0.0461,0.9580,0.0034,12
Binding-IDR,SETH-0,0.05,0.9984,0.9813,0.9988,0.0000,0.9920,-0.0064,12
Binding-IDR,SETH-1,0.2,0.8870,0.8664,0.9215,0.1598,0.8910,0.0040,12
Binding-IDR,SETH-1,0.1,0.9431,0.9343,0.9682,0.0585,0.9560,0.0129,12
Binding-IDR,SETH-1,0.05,0.9934,0.9759,0.9953,0.0000,0.9920,-0.0014,12
Binding-IDR,SPOT-Disorder-Single,0.2,0.8576,0.7912,0.9084,0.2135,0.8960,0.0384,12
Binding-IDR,SPOT-Disorder-Single,0.1,0.9426,0.9100,0.9836,0.0680,0.9660,0.0234,12
Binding-IDR,SPOT-Disorder-Single,0.05,0.9949,0.9796,0.9993,0.0015,0.9940,-0.0009,12
Binding-IDR,SPOT-Disorder,0.2,0.8581,0.8114,0.9120,0.1927,0.8770,0.0189,12
Binding-IDR,SPOT-Disorder,0.1,0.9402,0.9010,0.9903,0.0835,0.9580,0.0178,12
Binding-IDR,SPOT-Disorder,0.05,0.9974,0.9950,0.9976,0.0159,0.9940,-0.0034,12
Binding-IDR,UdonPred-DisProt,0.2,0.8051,0.7771,0.8480,0.2068,0.8590,0.0539,12
Binding-IDR,UdonPred-DisProt,0.1,0.9312,0.9239,0.9570,0.0662,0.9430,0.0118,12
Binding-IDR,UdonPred-DisProt,0.05,0.9885,0.9823,0.9931,0.0082,0.9900,0.0015,12
Binding-IDR,UdonPred-TriZOD,0.2,0.8503,0.8185,0.8763,0.2072,0.8780,0.0277,12
Binding-IDR,UdonPred-TriZOD,0.1,0.9367,0.9181,0.9577,0.0791,0.9510,0.0143,12
Binding-IDR,UdonPred-TriZOD,0.05,0.9925,0.9804,0.9952,0.0057,0.9920,-0.0005,12
Binding-IDR,UdonPred-combined,0.2,0.8060,0.7751,0.8540,0.1874,0.8400,0.0340,12
Binding-IDR,UdonPred-combined,0.1,0.9229,0.9001,0.9499,0.0893,0.9390,0.0161,12
Binding-IDR,UdonPred-combined,0.05,1.0000,0.9964,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,VSL2,0.2,0.8733,0.8176,0.9284,0.1571,0.8820,0.0087,12
Binding-IDR,VSL2,0.1,0.9663,0.9497,0.9868,0.0393,0.9510,-0.0153,12
Binding-IDR,VSL2,0.05,1.0000,0.9705,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,bindEmbed21IDR-idrGeneral,0.2,0.7155,0.6623,0.7709,0.1666,0.6930,-0.0225,12
Binding-IDR,bindEmbed21IDR-idrGeneral,0.1,0.9175,0.8783,0.9275,0.0467,0.8620,-0.0555,12
Binding-IDR,bindEmbed21IDR-idrGeneral,0.05,0.9907,0.9574,0.9984,0.0000,0.9620,-0.0287,12
Binding-IDR,bindEmbed21IDR-idrNuc,0.2,0.7311,0.6806,0.8294,0.1601,0.8220,0.0909,12
Binding-IDR,bindEmbed21IDR-idrNuc,0.1,0.8889,0.8627,0.9315,0.0264,0.9200,0.0311,12
Binding-IDR,bindEmbed21IDR-idrNuc,0.05,0.9216,0.8929,0.9357,0.0000,0.9840,0.0624,12
Binding-IDR,bindEmbed21IDR-rawGeneral,0.2,0.7299,0.6950,0.7615,0.1480,0.6780,-0.0519,12
Binding-IDR,bindEmbed21IDR-rawGeneral,0.1,0.9425,0.8553,0.9556,0.0441,0.8350,-0.1075,12
Binding-IDR,bindEmbed21IDR-rawGeneral,0.05,0.9923,0.9818,0.9939,0.0000,0.9860,-0.0063,12
Binding-IDR,bindEmbed21IDR-rawNuc,0.2,0.7347,0.6618,0.8099,0.1799,0.7870,0.0523,12
Binding-IDR,bindEmbed21IDR-rawNuc,0.1,0.8958,0.8549,0.9288,0.0282,0.9020,0.0062,12
Binding-IDR,bindEmbed21IDR-rawNuc,0.05,0.9731,0.9636,0.9772,0.0000,0.9860,0.0129,12
Binding-IDR,flDPlr,0.2,0.7979,0.7144,0.8266,0.1840,0.8550,0.0571,12
Binding-IDR,flDPlr,0.1,0.9390,0.8274,0.9690,0.0692,0.9430,0.0040,12
Binding-IDR,flDPlr,0.05,1.0000,0.9660,1.0000,0.0000,0.9900,-0.0100,12
Binding-IDR,flDPlr2,0.2,0.8386,0.7818,0.8951,0.1932,0.8860,0.0474,12
Binding-IDR,flDPlr2,0.1,0.9415,0.8745,0.9677,0.0733,0.9580,0.0165,12
Binding-IDR,flDPlr2,0.05,1.0000,0.9576,1.0000,0.0000,0.9920,-0.0080,12
Binding-IDR,flDPnn,0.2,0.8400,0.7495,0.8808,0.1913,0.9060,0.0660,12
Binding-IDR,flDPnn,0.1,0.9405,0.8972,0.9530,0.0493,0.9660,0.0255,12
Binding-IDR,flDPnn,0.05,0.9925,0.9745,0.9993,0.0023,0.9930,0.0005,12
Binding-IDR,flDPnn2,0.2,0.8350,0.7695,0.8774,0.2038,0.8640,0.0290,12
Binding-IDR,flDPnn2,0.1,0.9097,0.8815,0.9425,0.0943,0.9400,0.0303,12
Binding-IDR,flDPnn2,0.05,1.0000,0.9334,1.0000,0.0000,0.9870,-0.0130,12
Binding-IDR,flDPnn3a,0.2,0.8397,0.7155,0.8718,0.1576,0.8400,0.0003,12
Binding-IDR,flDPnn3a,0.1,0.9073,0.8504,0.9399,0.1077,0.9350,0.0277,12
Binding-IDR,flDPnn3a,0.05,0.9924,0.9510,0.9999,0.0000,0.9900,-0.0024,12
Binding-IDR,flDPnn3b,0.2,0.8125,0.7058,0.8786,0.1570,0.8440,0.0315,12
Binding-IDR,flDPnn3b,0.1,0.9223,0.8433,0.9807,0.0683,0.9390,0.0167,12
Binding-IDR,flDPnn3b,0.05,1.0000,0.9597,1.0000,0.0000,0.9910,-0.0090,12
Binding-IDR,pyHCA,0.2,0.8062,0.7551,0.8392,0.1781,0.8590,0.0528,12
Binding-IDR,pyHCA,0.1,0.9043,0.8297,0.9220,0.0822,0.9430,0.0387,12
Binding-IDR,pyHCA,0.05,0.9429,0.9378,0.9643,0.0476,0.9920,0.0491,12
Binding-IDR,rawMSA-disorder,0.2,0.8305,0.7545,0.8721,0.1920,0.8740,0.0435,12
Binding-IDR,rawMSA-disorder,0.1,0.9362,0.9087,0.9494,0.0766,0.9520,0.0158,12
Binding-IDR,rawMSA-disorder,0.05,0.9807,0.9670,0.9990,0.0000,0.9920,0.0113,12
Binding-IDR,rawMSA,0.2,0.8073,0.7249,0.8610,0.1814,0.8700,0.0627,12
Binding-IDR,rawMSA,0.1,0.9375,0.9283,0.9588,0.0656,0.9480,0.0105,12
Binding-IDR,rawMSA,0.05,1.0000,0.9682,1.0000,0.0000,0.9860,-0.0140,12
Binding-IDR,s2D-2,0.2,0.8910,0.8632,0.9124,0.1708,0.8920,0.0010,12
Binding-IDR,s2D-2,0.1,0.9569,0.9426,0.9633,0.0678,0.9680,0.0111,12
Binding-IDR,s2D-2,0.05,0.9919,0.9847,0.9982,0.0080,0.9940,0.0021,12
Binding-IDR,DisorderNet-windowed,0.2,0.7404,0.6853,0.8340,0.1922,0.7730,0.0326,12
Binding-IDR,DisorderNet-windowed,0.1,0.8532,0.8263,0.9389,0.0994,0.9280,0.0748,12
Binding-IDR,DisorderNet-windowed,0.05,0.9364,0.9315,0.9974,0.0393,0.9900,0.0536,12
Binding-IDR,DisorderNet-pbias,0.2,0.8158,0.6539,0.8407,0.1500,0.7420,-0.0738,12
Binding-IDR,DisorderNet-pbias,0.1,0.9197,0.8829,0.9359,0.0581,0.9000,-0.0197,12
Binding-IDR,DisorderNet-pbias,0.05,0.9795,0.9701,0.9976,0.0212,0.9840,0.0045,12
Linker,AIUPred-2-binding,0.2,0.7009,0.6862,0.7679,0.1638,0.7530,0.0521,12
Linker,AIUPred-2-binding,0.1,0.9262,0.8767,0.9648,0.0333,0.8920,-0.0342,12
Linker,AIUPred-2-binding,0.05,,,,,,,
Linker,AIUPred-2-disorder,0.2,0.7256,0.6790,0.7595,0.0778,0.6310,-0.0946,12
Linker,AIUPred-2-disorder,0.1,0.8683,0.8204,0.8984,0.0111,0.7560,-0.1123,12
Linker,AIUPred-2-disorder,0.05,,,,,,,
Linker,AIUPred,0.2,0.8301,0.7602,0.8764,0.1124,0.7520,-0.0781,12
Linker,AIUPred,0.1,0.9638,0.9093,0.9902,0.0333,0.8910,-0.0728,12
Linker,AIUPred,0.05,,,,,,,
Linker,ANCHOR2,0.2,0.8699,0.8354,0.8903,0.0914,0.8880,0.0181,12
Linker,ANCHOR2,0.1,0.9718,0.9387,0.9886,0.0333,0.9640,-0.0078,12
Linker,ANCHOR2,0.05,,,,,,,
Linker,APOD,0.2,0.5158,0.4911,0.5581,0.1856,0.4410,-0.0748,12
Linker,APOD,0.1,0.6733,0.6569,0.7055,0.0776,0.6190,-0.0543,12
Linker,APOD,0.05,,,,,,,
Linker,AUCpred-no-profile,0.2,0.6561,0.6033,0.7102,0.1197,0.5460,-0.1101,12
Linker,AUCpred-no-profile,0.1,0.8338,0.7460,0.8419,0.0145,0.7180,-0.1158,12
